chart_date,track_id,track_name,streams,position,release_date,album_id,artist_id,artist_name,genres,followers,chart_date_year,chart_date_month,chart_date_day,release_date_year,release_date_month,release_date_day,acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,predicted_genre_id,predicted_genre,genre_probabilities,predicted_genre_proba
2018-02-19,4SN0eYjvqBmElFQxP0Inys,Sundo,80877,30,2018-02-19,05rQadwAVYTpNNnBoeTuj0,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2018,2,19,2018,2,19,0.387,0.355,271320,0.367,2.01e-06,11,0.0794,-7.047,0,8,0.0309,139.03,0.188,3,opm senti,"[0.01, 0.03, 0.37, 0.59]",0.59
2018-02-19,4hEcAsNF6RG9VCV7xElgCG,You Are My Sunshine,44283,74,2018-02-19,05rQadwAVYTpNNnBoeTuj0,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2018,2,19,2018,2,19,0.921,0.492,164320,0.235,3.69e-06,2,0.179,-9.67,1,34,0.0315,117.863,0.362,3,opm senti,"[0.13, 0.0, 0.1, 0.77]",0.77
2018-02-22,2M0rq3xC7x6dGwNdx0Thka,Marco's Theme - Saglit,21854,195,2018-02-19,05rQadwAVYTpNNnBoeTuj0,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2018,2,22,2018,2,19,0.949,0.44,263133,0.148,6.13e-05,7,0.119,-12.119,1,7,0.0343,131.011,0.374,3,opm senti,"[0.34, 0.02, 0.14, 0.5]",0.5
2018-02-23,2iOnWSWcChoGmUufbrQ00e,Tagu-Taguan,42016,77,2018-02-19,05rQadwAVYTpNNnBoeTuj0,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2018,2,23,2018,2,19,0.831,0.633,249160,0.28,8.83e-05,2,0.113,-11.192,1,13,0.0389,87.963,0.152,3,opm senti,"[0.04, 0.04, 0.06, 0.86]",0.86
2018-02-23,2wTxJWt2gA9a1Z94dTnPiI,Oks Lang,21569,195,2018-02-14,4P5GC4o3QsoFpxadnDeE9D,2U5mF0PZqGu6glnz55yY0y,John Roa,"['opm', 'p-pop']",1477836,2018,2,23,2018,2,14,0.855,0.313,336369,0.237,0.000386,9,0.0961,-14.538,1,0,0.0451,80.13,0.165,3,opm senti,"[0.07, 0.11, 0.08, 0.74]",0.74
2018-02-23,7rOqvrGASV9CZh20uvGXpq,Take Her to the Moon,21444,198,2018-02-19,05rQadwAVYTpNNnBoeTuj0,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2018,2,23,2018,2,19,0.917,0.354,323440,0.205,0.0,4,0.302,-7.772,1,8,0.0392,81.262,0.17,3,opm senti,"[0.05, 0.03, 0.21, 0.71]",0.71
2018-03-01,5QadWmpqSU77p4t4Ni9ccq,Cebuana,27458,149,2017-11-02,6mdacezBHIFbzbHJPEm8n9,0touaoSr4QOLYxBJ9lmGgK,Karencitta,"['pinoy edm', 'pinoy r&b', 'pinoy trap']",140013,2018,3,1,2017,11,2,0.472,0.591,210877,0.79,1.82e-06,5,0.111,-7.44,0,0,0.312,98.062,0.475,0,opm p-pop,"[0.39, 0.23, 0.3, 0.08]",0.39
2018-03-03,2ATlxy4UImFBJlHFQMSAst,Norem,20741,193,2017-12-08,7MCYCgE6fQHYkhj29FHRcY,6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap']",1715285,2018,3,3,2017,12,8,0.045,0.682,284386,0.808,1.35e-06,9,0.109,-7.301,0,0,0.0428,148.051,0.464,0,opm p-pop,"[0.67, 0.21, 0.05, 0.07]",0.67
2018-03-10,6pz4tdLoIDJdnpXnisSDCK,Halaga,18809,200,1999-01-01,58vdgBfvgzQFZ2VreSPGmU,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,"['opm', 'pinoy reggae']",3481504,2018,3,10,1999,1,1,0.132,0.489,352120,0.57,1.39e-06,2,0.274,-9.197,1,2,0.0364,134.486,0.643,2,opm rock,"[0.05, 0.04, 0.82, 0.09]",0.82
2018-03-11,0mUfY2PdHs57EG15zj1dRj,Laro,20387,176,2016-09-30,6192rIsjm6EaV6OclNLHoK,3Hvxz2oZPYuo61ChHKcqQI,Autotelic,"['opm', 'pinoy indie', 'pinoy rock']",221935,2018,3,11,2016,9,30,0.00193,0.569,320573,0.823,0.00703,0,0.215,-2.785,1,0,0.0271,139.988,0.623,0,opm p-pop,"[0.44, 0.07, 0.25, 0.24]",0.44
2018-03-14,2mn5o4dC90qh40fCH1VVR9,Bakit Ganyan Ka?,22810,180,2017-10-06,6sSAjJBUpwobJGNJ7TVPdC,4mrrcDjpjUq27YEGwlisgs,Gracenote,"['opm', 'pinoy indie', 'pinoy rock']",42467,2018,3,14,2017,10,6,0.401,0.673,205304,0.481,0.0,9,0.162,-8.369,1,33,0.128,84.907,0.74,1,opm rap,"[0.3, 0.52, 0.11, 0.07]",0.52
2018-03-15,4isDU5tDNqFLQ5xQ9NgPmz,"Till My Heartaches End - From ""The Significant Other""",23211,166,2018-03-02,6Mt2ypZ8Q48fAdqiVkw1kH,1mcqfNCReSFxun2vIWvC28,KZ Tandingan,['opm'],955414,2018,3,15,2018,3,2,0.845,0.497,256923,0.375,0.0,4,0.265,-6.386,1,18,0.0328,130.226,0.214,3,opm senti,"[0.1, 0.02, 0.33, 0.55]",0.55
2018-03-16,1CfysrFGAItkEGBZwaidl1,SouthBoys,24075,152,2018-03-15,1ea3ZxEMX5nTSnTfEYHaVj,2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,"['opm', 'pinoy hip hop', 'pinoy r&b']",2985815,2018,3,16,2018,3,15,0.0365,0.769,358776,0.648,0.0,0,0.109,-6.286,1,57,0.0454,94.962,0.657,0,opm p-pop,"[0.6, 0.28, 0.08, 0.04]",0.6
2018-04-14,5JdgWizARB8aeeQwbT38wt,Cebuana,19932,193,2018-04-13,0A3uGl1bn150flpBl625ig,0touaoSr4QOLYxBJ9lmGgK,Karencitta,"['pinoy edm', 'pinoy r&b', 'pinoy trap']",140013,2018,4,14,2018,4,13,0.469,0.832,210873,0.791,2.16e-06,0,0.11,-7.442,0,0,0.192,98.053,0.507,0,opm p-pop,"[0.49, 0.28, 0.22, 0.01]",0.49
2018-04-30,2RzdvVrhZdoa3PyrU0NTLp,Nadarang - Campfire Mix,20903,183,2018-03-26,1Cp6WvebwVCLQ9x1siodOm,7aD2Ni3fUu66gklUFlvJi5,Kyle Juliano,['opm'],240496,2018,4,30,2018,3,26,0.765,0.816,234813,0.539,7.78e-06,0,0.102,-8.247,1,0,0.0378,118.057,0.456,1,opm rap,"[0.22, 0.45, 0.16, 0.17]",0.45
2018-05-11,4UBoF5hcXav3XzKJHYqb1E,Anong Nangyari Sa Ating Dalawa,23282,166,2018-05-11,1PlP6pTAnWtRMo9P6zlHVH,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2018,5,11,2018,5,11,0.944,0.307,294784,0.213,1.04e-05,7,0.141,-9.309,1,5,0.0451,73.223,0.199,3,opm senti,"[0.03, 0.09, 0.19, 0.69]",0.69
2018-05-25,5jLEQLkEU8Sb2fG5UQcwDM,Ako Muna,31357,103,2018-03-23,3CZcvxE3YyYqjF8XfvaQzn,0DnjaQqb436AH1idffI6CQ,Yeng Constantino,['opm'],2798639,2018,5,25,2018,3,23,0.576,0.547,222063,0.573,0.000153,6,0.0676,-5.184,1,11,0.0311,135.991,0.193,2,opm rock,"[0.18, 0.05, 0.54, 0.23]",0.54
2018-05-31,3VQb0rq27GPX92X53Ni1Lc,'Di Na Muli,27266,139,2018-04-06,1hwjIPHrnNBFuxWBWRHmge,09Xydf4dlkr29dH99DmsvQ,Janine,"['opm', 'pinoy singer-songwriter']",450781,2018,5,31,2018,4,6,0.192,0.413,207018,0.561,0.0,1,0.0914,-3.092,1,0,0.0517,88.69,0.352,0,opm p-pop,"[0.28, 0.19, 0.26, 0.27]",0.28
2018-05-31,0087fDVeNhuyMtST91RMjv,Kundiman,22766,184,2007-01-01,08SEZDvRXrrNs1C2y73MLi,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,['opm'],3437545,2018,5,31,2007,1,1,0.564,0.335,339053,0.571,0.0,11,0.137,-4.711,1,1,0.0243,93.572,0.454,2,opm rock,"[0.14, 0.0, 0.76, 0.1]",0.76
2018-06-03,0eKQS9aRwCW2J5q6uDKX7S,'Di Na Muli,27276,112,2018-05-15,3sBZBmTeB7QMWL4by9ybWm,5cYJYBMg1n71v7cvthr1SO,The Itchyworms,['opm'],1411839,2018,6,3,2018,5,15,0.702,0.517,260599,0.468,0.0,4,0.152,-6.582,1,0,0.0345,121.284,0.266,2,opm rock,"[0.11, 0.02, 0.5, 0.37]",0.5
2018-06-07,5uBWj5DHsKw3DayLOuh7by,Heartbeats,21587,200,2018-05-15,3sBZBmTeB7QMWL4by9ybWm,1ySGjTzzgiL3khDY9awOGU,Andrea Babierra,['opm'],1825,2018,6,7,2018,5,15,0.715,0.62,264722,0.42,0.00941,8,0.111,-11.277,1,0,0.0283,135.942,0.32,3,opm senti,"[0.07, 0.09, 0.29, 0.55]",0.55
2018-06-08,5hyhR9TYBcSnmpSEl455eK,We & Us,33441,97,2018-02-19,05rQadwAVYTpNNnBoeTuj0,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2018,6,8,2018,2,19,0.767,0.756,258266,0.392,1.4e-05,8,0.104,-8.513,1,10,0.0339,104.856,0.154,1,opm rap,"[0.12, 0.42, 0.1, 0.36]",0.42
2018-06-08,3vObcAVPmiKWrhBmT4Uii0,Follow My Lead,23828,171,2018-06-04,6vQ7C8JlVHGM0aCItSfMQd,2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,"['opm', 'pinoy hip hop', 'pinoy r&b']",2985815,2018,6,8,2018,6,4,0.277,0.699,277207,0.674,0.0,7,0.0427,-5.627,0,58,0.0328,100.056,0.488,0,opm p-pop,"[0.6, 0.16, 0.14, 0.1]",0.6
2018-06-11,0rkML0CSX3wteVwUh5cspv,'Di Na Muli,36306,80,2018-06-04,3GX88wDTaudQN9oK5j4kf1,5cYJYBMg1n71v7cvthr1SO,The Itchyworms,['opm'],1411839,2018,6,11,2018,6,4,0.702,0.517,260599,0.468,0.0,4,0.152,-6.582,1,0,0.0345,121.284,0.266,2,opm rock,"[0.11, 0.02, 0.5, 0.37]",0.5
2018-06-11,2B8ThVsaxp4aFeY5GnKNhS,Heartbeats,21725,193,2018-06-04,3GX88wDTaudQN9oK5j4kf1,1ySGjTzzgiL3khDY9awOGU,Andrea Babierra,['opm'],1825,2018,6,11,2018,6,4,0.715,0.62,264722,0.42,0.00941,8,0.111,-11.277,1,0,0.0283,135.942,0.32,3,opm senti,"[0.07, 0.09, 0.29, 0.55]",0.55
2018-06-17,1bvPjHWOc5C8nHkw5U2Vb4,Pa-Umaga,19215,194,2018-06-13,4YUeKRsmbVanZetnG7cpTY,2G7VQ1kVhVfNagytlousgm,Al James,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap']",1699852,2018,6,17,2018,6,13,0.173,0.895,189019,0.506,0.00046,0,0.104,-9.08,1,0,0.0473,130.029,0.597,1,opm rap,"[0.33, 0.6, 0.02, 0.05]",0.6
2018-06-21,0GHwNr0lqf8jpc9wesmnHo,Ex,23087,198,2018-04-13,0qny2u4DXtiOu7ENsopaaA,4HOEnLufwAqJ2qoJPVnL01,Callalily,['opm'],1711669,2018,6,21,2018,4,13,0.586,0.499,279259,0.381,0.0,7,0.086,-7.855,1,60,0.0373,157.332,0.57,3,opm senti,"[0.08, 0.04, 0.29, 0.59]",0.59
2018-06-29,3pO8AS9mXlI85OsHbJa4Jf,SUNRISE,49536,57,2018-06-29,0jaGLy6bI1pjrc2gbkyxbJ,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,['opm'],8528394,2018,6,29,2018,6,29,0.246,0.544,213674,0.61,3.62e-06,8,0.0869,-8.383,1,49,0.0635,125.869,0.447,1,opm rap,"[0.11, 0.62, 0.18, 0.09]",0.62
2018-06-29,2lTCcfrukFA5bQ9bpJkNNG,Takipsilim,26482,168,2018-06-29,7e15Y3dQtCqbfTlLuuQUME,3Hvxz2oZPYuo61ChHKcqQI,Autotelic,"['opm', 'pinoy indie', 'pinoy rock']",221935,2018,6,29,2018,6,29,0.0543,0.676,297812,0.694,7.2e-05,4,0.1,-4.598,0,43,0.0305,120.015,0.744,0,opm p-pop,"[0.67, 0.1, 0.16, 0.07]",0.67
2018-06-29,5wZvVKUYvXjvUarvPCyqhk,Lumalapit,24037,190,2018-06-22,1kWhEWBbzI4tRdTtdTz5QD,1YlibpAvhJBbMZMBwN1KGv,The Juans,"['opm', 'p-pop']",1106862,2018,6,29,2018,6,22,0.0174,0.545,226947,0.612,0.0148,2,0.129,-9.119,1,0,0.0274,92.039,0.553,2,opm rock,"[0.15, 0.14, 0.61, 0.1]",0.61
2018-07-01,311a0P87ZiMjjCaoQSZEfh,Your Song - My One and Only You,20865,192,2018-02-12,3mNbu0ZXCMNFS6308EQ4qU,4NeCu267LZemnoq44lZYKy,Julie Anne San Jose,['opm'],819507,2018,7,1,2018,2,12,0.744,0.506,222533,0.343,0.0,6,0.0751,-7.726,1,0,0.0282,83.957,0.37,3,opm senti,"[0.06, 0.01, 0.31, 0.62]",0.62
2018-07-01,5nMKJJ5Rl6X1yn58aVeICO,Bulong,20840,194,2018-04-08,6anqXAk4NZxdkUwvpfUqsB,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,"['opm', 'pinoy pop punk']",6174873,2018,7,1,2018,4,8,0.0319,0.5,270233,0.728,0.0,9,0.0782,-5.472,0,63,0.0313,134.877,0.351,2,opm rock,"[0.28, 0.04, 0.55, 0.13]",0.55
2018-07-03,7xty20N3DMTVOVtDIS2Jov,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack",51341,52,2017-12-15,55sWjGP1ghylhmMX3N17LU,0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,['opm'],483548,2018,7,3,2017,12,15,0.336,0.556,236283,0.625,0.0,0,0.11,-7.178,1,56,0.037,104.913,0.403,2,opm rock,"[0.08, 0.14, 0.48, 0.3]",0.48
2018-07-06,3I572cT9kECh41bZz2xPhy,"Susi (From the Film ""GOYO - Ang Batang Heneral"")",30574,117,2016-07-06,0kN1b2GSMi06lzG4I6yz60,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,['opm'],8528394,2018,7,6,2016,7,6,0.291,0.325,291983,0.413,2.96e-06,7,0.0689,-7.936,1,49,0.0366,165.959,0.289,3,opm senti,"[0.05, 0.04, 0.44, 0.47]",0.47
2018-07-13,4Q6GncsjUTwWoQO6nsdyA6,In My Prison,71781,33,2018-07-13,3eDNe3o6BrNtVaYAjmrYf6,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,"['opm', 'p-pop', 'pinoy trap']",2805047,2018,7,13,2018,7,13,0.0293,0.696,219347,0.817,0.0619,6,0.208,-8.014,0,33,0.0363,115.021,0.705,0,opm p-pop,"[0.55, 0.15, 0.09, 0.21]",0.55
2018-07-13,2Uj9aeKOXPx4cgHrcd9401,Midnight Sky,34120,96,2018-07-13,2jBckVaJetRQeHQqgoLnh4,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,"['opm', 'pinoy city pop', 'pinoy indie']",431966,2018,7,13,2018,7,13,0.899,0.496,247968,0.155,3.78e-05,5,0.123,-8.477,1,0,0.0454,119.186,0.158,3,opm senti,"[0.05, 0.07, 0.2, 0.68]",0.68
2018-07-16,0Vmk6Ebk4QBq7r0VAz2a6s,Bakit Ba Ikaw,22903,184,2016-08-19,2fI8PsKYLPMt9Gv4NVrtjk,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,['opm'],1674312,2018,7,16,2016,8,19,0.549,0.668,245586,0.48,0.0,10,0.112,-5.469,1,17,0.0284,119.903,0.277,2,opm rock,"[0.25, 0.05, 0.54, 0.16]",0.54
2018-07-21,0HQnJee8ShSDu2AYwibxst,Hanggang Kailan (Umuwi Ka Na Baby),20264,187,2018-02-16,0OhaT1RJ85VCGhbz50rq3g,4RUeoFWpDZ3IxGR7LYPoYN,Angelina Cruz,['acoustic opm'],50262,2018,7,21,2018,2,16,0.861,0.59,211933,0.407,9.95e-06,4,0.094,-9.079,1,0,0.0361,145.852,0.276,3,opm senti,"[0.04, 0.03, 0.12, 0.81]",0.81
2018-07-21,2BgD4nRyx9EZ5o8YEnjRSV,Kung 'Di Rin Lang Ikaw,19325,196,2018-07-22,15ufxdU6r8niuSmA9nu3ly,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,"['opm', 'pinoy pop punk']",6174873,2018,7,21,2018,7,22,0.161,0.502,267759,0.482,0.0,4,0.187,-4.736,1,65,0.0288,133.894,0.132,2,opm rock,"[0.27, 0.03, 0.58, 0.12]",0.58
2018-07-22,1X4l4i472kW5ofFP8Xo0x0,Sana - Single Version,21983,155,2018-04-28,4njOhY51h2CBqdAX4o41U1,7tKpXx21KVUOR6vvDs6xtg,I Belong to the Zoo,['opm'],2549229,2018,7,22,2018,4,28,0.701,0.66,277098,0.373,0.0,7,0.226,-7.874,1,2,0.029,126.887,0.348,3,opm senti,"[0.08, 0.03, 0.11, 0.78]",0.78
2018-07-22,6GIzDc4xBUeYHwubWwTrhC,Kahit Di Mo Alam,20394,180,2017-09-17,1aUdCxhin4mQevKWVLrtNN,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,"['opm', 'pinoy pop punk']",6174873,2018,7,22,2017,9,17,0.132,0.45,282094,0.648,2.37e-05,10,0.11,-4.516,1,60,0.0308,144.814,0.282,2,opm rock,"[0.29, 0.06, 0.54, 0.11]",0.54
2018-07-27,5Seh4HfqT1mFnRJQswqz51,Your Song (My One and Only You),23699,170,2018-07-27,38fR4iclLt6WMm1Zkzu0fq,4NeCu267LZemnoq44lZYKy,Julie Anne San Jose,['opm'],819507,2018,7,27,2018,7,27,0.726,0.507,223546,0.367,0.0,6,0.0765,-7.213,1,0,0.0285,84.026,0.362,3,opm senti,"[0.04, 0.01, 0.35, 0.6]",0.6
2018-07-28,0dJPIIlTmVM0lambbFgAYq,Eroplanong Papel,19909,199,2017-03-20,2xDMXQrLcUxzsAdpdlLPZh,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,"['opm', 'pinoy pop punk']",6174873,2018,7,28,2017,3,20,0.00753,0.471,303880,0.647,0.0,0,0.111,-3.549,1,68,0.0347,138.998,0.15,2,opm rock,"[0.34, 0.04, 0.54, 0.08]",0.54
2018-08-04,0GuAFGEkbWayjhWdlYlr7K,"Closer You and I - From ""Loving in Tandem""",20450,194,2017-09-15,5mkhEWVxQqBCivhl4hMYtx,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,['opm'],1674312,2018,8,4,2017,9,15,0.201,0.207,196067,0.535,0.0,0,0.336,-6.82,1,8,0.0414,199.909,0.264,3,opm senti,"[0.06, 0.31, 0.29, 0.34]",0.34
2018-08-05,2Gh039ZAfydrM5IjiGlvEj,Akala,21430,184,2018-07-20,0giiQAqGqHumXAA5WDUPsV,0lslA51eKXwTUY0TSX9Emy,Marion Aunor,['opm'],34973,2018,8,5,2018,7,20,0.864,0.502,341167,0.185,0.0,10,0.105,-11.423,1,0,0.0635,125.044,0.185,3,opm senti,"[0.13, 0.23, 0.12, 0.52]",0.52
2018-08-07,0HZ3OUVrGHxttD2EuHqRm3,The Day You Said Goodnight,24287,175,2005-01-01,472GgeFZaCdRLcL3cT0IAn,6Ww3OMFzCaO33ulKh1LBFN,Hale,"['opm', 'pinoy reggae']",996274,2018,8,7,2005,1,1,0.492,0.558,291357,0.553,0.0,4,0.116,-6.669,1,3,0.0323,134.263,0.251,2,opm rock,"[0.06, 0.1, 0.62, 0.22]",0.62
2018-08-07,2OqQDFY4MgzkAoAZ67CscA,Sundo,22937,190,2007-01-01,2WNYwZg6JlIjSkQGq0fggk,6MXu7TWZnmykwkXiRJeUMh,Imago,"['opm', 'pinoy rock']",955980,2018,8,7,2007,1,1,0.468,0.493,243653,0.515,1.27e-05,9,0.0873,-6.551,1,1,0.0232,79.987,0.334,2,opm rock,"[0.0, 0.02, 0.88, 0.1]",0.88
2018-08-11,2Pelm9xgLSC78mRk0jbOKb,Sila - Acoustic,23646,160,2016-03-18,1HHK0oozKwo9piao0wO25d,0jKQrxK2zHqxyOAyIMrUQt,SUD,['opm'],652529,2018,8,11,2016,3,18,0.743,0.751,319608,0.281,0.0,9,0.26,-9.282,1,49,0.0429,124.89,0.386,1,opm rap,"[0.21, 0.51, 0.05, 0.23]",0.51
2018-08-11,2PTQBDNpLnjix9Dsa33d8l,Tuloy Pa Rin,19939,200,2012-01-01,5jzfPxlD5UD4Aw3cEnelcC,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,['opm'],89468,2018,8,11,2012,1,1,0.721,0.8,236453,0.536,0.00741,7,0.0928,-7.013,1,40,0.0359,110.1,0.724,1,opm rap,"[0.22, 0.52, 0.13, 0.13]",0.52
2018-08-13,5eFzCfsj3d0yWumdEldZwL,Midnight Sky,88578,21,2018-08-13,0VF88sHKjbSWtm1wFHTSAg,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,"['opm', 'pinoy city pop', 'pinoy indie']",431966,2018,8,13,2018,8,13,0.904,0.495,244426,0.149,3.77e-05,5,0.109,-8.379,1,0,0.0409,120.322,0.179,3,opm senti,"[0.06, 0.05, 0.17, 0.72]",0.72
2018-08-14,637uCaC8im9B7Pe2O2Z53w,Sino,30817,119,2018-08-13,0VF88sHKjbSWtm1wFHTSAg,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,"['opm', 'pinoy city pop', 'pinoy indie']",431966,2018,8,14,2018,8,13,0.168,0.676,280426,0.43,0.0299,11,0.109,-10.563,1,0,0.0232,104.982,0.23,3,opm senti,"[0.12, 0.16, 0.24, 0.48]",0.48
2018-08-14,4GrftsNbN1tpqbfyV6jTE1,OZONE (Itulak Ang Pinto),27467,145,2018-08-13,0VF88sHKjbSWtm1wFHTSAg,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,"['opm', 'pinoy city pop', 'pinoy indie']",431966,2018,8,14,2018,8,13,0.0244,0.644,214293,0.712,2.57e-05,5,0.0939,-6.94,0,0,0.0599,90.035,0.963,0,opm p-pop,"[0.51, 0.27, 0.14, 0.08]",0.51
2018-08-14,4A2rEYOoZy3PQwfP7o0ryc,Jules,22042,195,2018-08-13,0VF88sHKjbSWtm1wFHTSAg,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,"['opm', 'pinoy city pop', 'pinoy indie']",431966,2018,8,14,2018,8,13,0.86,0.617,262906,0.273,0.0,4,0.148,-11.265,1,0,0.0294,109.999,0.283,3,opm senti,"[0.08, 0.0, 0.06, 0.86]",0.86
2018-08-20,5CBp1DpEIdw76H1Ol5SXUK,Taguan,20766,198,2018-06-08,5Uq0TiaLMYB3JBPnrMFwAr,2U5mF0PZqGu6glnz55yY0y,John Roa,"['opm', 'p-pop']",1477836,2018,8,20,2018,6,8,0.596,0.684,248026,0.328,3.08e-05,4,0.301,-10.991,1,0,0.0402,108.016,0.328,3,opm senti,"[0.14, 0.29, 0.03, 0.54]",0.54
2018-08-28,06ANmvjPpUeh8QQAAAcThx,Isa Pang Araw,24079,183,2018-07-16,7jsmAqjoGIfYEfklcRmaR1,6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,['opm'],3659707,2018,8,28,2018,7,16,0.277,0.515,220813,0.715,0.0,4,0.0725,-4.04,0,0,0.046,141.772,0.416,2,opm rock,"[0.4, 0.06, 0.42, 0.12]",0.42
2018-08-29,7aW2GrNlteWTwQZxX6LNjT,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""",24376,185,2018-08-17,0v4UIlXB8pda8iP9vUdV25,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2018,8,29,2018,8,17,0.535,0.264,219689,0.273,0.0,7,0.207,-8.651,1,13,0.0312,200.777,0.315,3,opm senti,"[0.03, 0.0, 0.22, 0.75]",0.75
2018-09-09,06cUybZMETs4i3yQO1f7p3,Weak,21183,183,2018-08-28,5ZxNoCcUNppsFWVkMkEoed,30DIeQNV9s1HEXyuCpGF4l,Khel Pangilinan,['opm'],792722,2018,9,9,2018,8,28,0.179,0.71,211200,0.373,0.0,5,0.156,-10.611,0,63,0.0618,127.064,0.141,1,opm rap,"[0.24, 0.56, 0.01, 0.19]",0.56
2018-09-14,6MMIXC8IMjrkz6TIzQ0cey,"Bata, Dahan-Dahan!",65801,33,2018-09-14,66CBwdHZjwC7texRTzaE8J,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,"['opm', 'p-pop', 'pinoy trap']",2805047,2018,9,14,2018,9,14,0.0612,0.406,249080,0.796,2.7e-05,6,0.311,-7.851,0,44,0.197,169.895,0.25,1,opm rap,"[0.28, 0.33, 0.29, 0.1]",0.33
2018-09-14,0W2kzUI1K0tT0RpggJZ4Js,Kung Akin Ang Mundo,30299,114,2018-09-14,7pgo6KnbXj9ADDyvoDf0rV,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2018,9,14,2018,9,14,0.834,0.636,210046,0.397,3.97e-05,5,0.096,-9.477,1,2,0.0349,135.875,0.328,3,opm senti,"[0.07, 0.05, 0.1, 0.78]",0.78
2018-09-15,1emnGTAsF4zSaWidgvK08I,Sandali,19794,165,2018-06-12,4Eb8lI3YdnAA7slkeTSem0,0n4a5imdLBN24fIrBWoqrv,Because,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",658230,2018,9,15,2018,6,12,0.237,0.801,269217,0.377,5.48e-06,0,0.451,-14.957,1,0,0.0807,115.035,0.388,1,opm rap,"[0.26, 0.66, 0.01, 0.07]",0.66
2018-09-17,57kqyESt7sfljPxFohKPR4,I'll Never Go,22345,171,2008-11-03,1ZVbmjB35arVTLoiFPAxQl,7ygtjsCTrCQZAYYPOne9uE,Erik Santos,['opm'],723544,2018,9,17,2008,11,3,0.684,0.444,265053,0.327,0.0,11,0.0839,-11.265,1,13,0.0334,139.599,0.24,3,opm senti,"[0.08, 0.04, 0.15, 0.73]",0.73
2018-09-21,0X4Pvds8O09aUNVzHMFc7c,Sa Kahapon,22949,175,2018-09-16,5xz02cO1buWIsxiKUNBXCl,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,"['opm', 'p-pop', 'pinoy trap']",2805047,2018,9,21,2018,9,16,0.307,0.681,250374,0.887,0.0,0,0.0837,-6.411,1,0,0.0547,93.009,0.561,0,opm p-pop,"[0.71, 0.15, 0.11, 0.03]",0.71
2018-09-27,6sl4KzZ9PRb8xTzjYIrHAP,Someday,27784,132,2018-09-21,7quF2TPkzNhuVjyub5UtoV,2nZ18B9RTjJH56v2NTnNAI,Leanne & Naara,"['pinoy city pop', 'pinoy indie']",66590,2018,9,27,2018,9,21,0.616,0.581,259665,0.325,0.0,0,0.133,-11.156,1,51,0.0461,122.062,0.276,3,opm senti,"[0.03, 0.14, 0.11, 0.72]",0.72
2018-09-27,4xQwNJo5mxER1vg88YWm7O,Mundo,25479,154,2018-09-15,21zTRqTe9nJC8hmLvGpKC9,30DIeQNV9s1HEXyuCpGF4l,Khel Pangilinan,['opm'],792722,2018,9,27,2018,9,15,0.526,0.602,285000,0.418,1.88e-05,9,0.224,-10.637,1,0,0.0271,127.971,0.138,3,opm senti,"[0.04, 0.04, 0.18, 0.74]",0.74
