chart_date,track_id,track_name,streams,position,release_date,album_id,artist_id,artist_name,genres,followers,chart_date_year,chart_date_month,chart_date_day,release_date_year,release_date_month,release_date_day,acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,predicted_genre_id,predicted_genre,genre_probabilities,predicted_genre_proba
2022-03-08,0WZqHCoOBXqgCCIsUZLC2a,Pagsamo,238422,3,2021-10-01,668hRB0T4LU6a7HVspAMKy,7uDdl5V5AETSFY7K3muu22,Arthur Nery,"['cdo indie', 'opm', 'p-pop']",3955702,2022,3,8,2021,10,1,0.706,0.644,297001,0.315,0.00162,6,0.0962,-9.382,1,73,0.0339,60.001,0.356,3,opm senti,"[0.0, 0.07, 0.08, 0.85]",0.85
2022-03-08,2jbf9EytR7fzpSrPWAYCf9,Paraluman,216247,5,2021-03-26,0kQW4dCqjMfD2Vlrf6h8Cw,1DlYnIiliftt6R21Y5NOW2,Adie,['opm'],2307946,2022,3,8,2021,3,26,0.774,0.519,312320,0.246,2.35e-06,5,0.0946,-13.85,1,74,0.0396,90.121,0.108,3,opm senti,"[0.05, 0.05, 0.03, 0.87]",0.87
2022-03-08,7C9Knp9FzLY6RwgktmW9Ge,BMW,128967,20,2020-11-11,4DMjaQksbK2Ccrevh7Qy1B,0n4a5imdLBN24fIrBWoqrv,Because,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",658230,2022,3,8,2020,11,11,0.567,0.758,168205,0.39,0.0,1,0.099,-9.799,1,74,0.0485,117.048,0.238,1,opm rap,"[0.06, 0.87, 0.01, 0.06]",0.87
2022-03-08,4IeuTj1pEHuL9vJSiEqEfR,Ligaya,115508,29,2021-10-06,0ccUyUkrIynFO5USku5IHH,31fsDbpNPKe346urriO4ma,mrld,['opm'],455008,2022,3,8,2021,10,6,0.447,0.458,248800,0.533,0.0,0,0.114,-5.249,1,72,0.0381,149.832,0.343,2,opm rock,"[0.1, 0.06, 0.66, 0.18]",0.66
2022-03-08,0EA8jl8Wje9ALRKC8Qlzyt,Happy w u,92203,41,2020-12-22,3wGtsGy8caFXddQMJau2kb,7uDdl5V5AETSFY7K3muu22,Arthur Nery,"['cdo indie', 'opm', 'p-pop']",3955702,2022,3,8,2020,12,22,0.903,0.596,280714,0.182,0.0,6,0.0909,-16.004,1,70,0.0378,111.734,0.268,3,opm senti,"[0.08, 0.02, 0.11, 0.79]",0.79
2022-03-08,7gfrASeOt73YWvpIv1fU8E,Higa,91974,43,2019-10-25,6oZQZu4rTUF0A8PtpZeLFF,7uDdl5V5AETSFY7K3muu22,Arthur Nery,"['cdo indie', 'opm', 'p-pop']",3955702,2022,3,8,2019,10,25,0.453,0.656,245760,0.336,0.0,9,0.106,-10.538,1,74,0.0434,125.058,0.182,3,opm senti,"[0.03, 0.23, 0.03, 0.71]",0.71
2022-03-08,663vZfMh88Uo2bfTx6wiE4,Pelikula,71354,54,2021-07-02,4Ufwb1ZIfcSK4GKGzfZipb,09Xydf4dlkr29dH99DmsvQ,Janine,"['opm', 'pinoy singer-songwriter']",450781,2022,3,8,2021,7,2,0.801,0.676,204693,0.259,2.36e-05,6,0.115,-12.127,1,71,0.0598,75.031,0.314,3,opm senti,"[0.03, 0.12, 0.03, 0.82]",0.82
2022-03-08,092cPwFlwBXdB3QF3X469W,Binhi,55495,85,2019-10-25,6oZQZu4rTUF0A8PtpZeLFF,7uDdl5V5AETSFY7K3muu22,Arthur Nery,"['cdo indie', 'opm', 'p-pop']",3955702,2022,3,8,2019,10,25,0.961,0.46,216774,0.311,0.000819,5,0.189,-10.235,1,69,0.0319,124.193,0.22,3,opm senti,"[0.12, 0.01, 0.24, 0.63]",0.63
2022-03-08,3XlzKAS2zostN3UiBJvLW6,Dungaw,51218,94,2021-07-16,5urhaJ6pLevxWWqb2LfQ5N,1DlYnIiliftt6R21Y5NOW2,Adie,['opm'],2307946,2022,3,8,2021,7,16,0.696,0.613,209000,0.291,0.0,5,0.0823,-12.113,1,66,0.0453,119.334,0.264,3,opm senti,"[0.01, 0.2, 0.03, 0.76]",0.76
2022-03-10,1EEv8UZMGJ9rG3N1Ilo5bz,Serve,38434,167,2022-01-24,3gqsWIpaaH4dlSB7hx5PRc,7LzHjduJmIQZGQsh8luHkD,Zae,"['pinoy hip hop', 'pinoy trap']",33488,2022,3,10,2022,1,24,0.0047,0.953,193782,0.41,0.0164,1,0.0931,-8.164,1,48,0.258,132.997,0.37,1,opm rap,"[0.26, 0.71, 0.01, 0.02]",0.71
2022-03-10,2BDrpeAnTxCurLt38yDSrE,Kagome,35367,194,2021-11-05,4CIT1BsHQams5FP5RUSydD,1dFRlDO2Z2gjAARxHlovAS,Lo ki,"['pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",317680,2022,3,10,2021,11,5,0.141,0.572,238285,0.513,0.0,7,0.0891,-6.481,0,70,0.0487,105.006,0.207,1,opm rap,"[0.09, 0.74, 0.02, 0.15]",0.74
2022-03-13,2xCkiGqGMkAIg6fQTag51C,Sino,33631,176,2018-08-06,0oEXZAhZrEhLUtgKcMaxPg,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,"['opm', 'pinoy city pop', 'pinoy indie']",431966,2022,3,13,2018,8,6,0.169,0.676,280426,0.43,0.0309,11,0.109,-10.563,1,72,0.0232,104.982,0.226,3,opm senti,"[0.12, 0.16, 0.24, 0.48]",0.48
2022-03-22,1RGsWrMclCCgKFsQaj6X5D,Yakap sa Dilim,43295,147,2006-01-01,6CJt6Orq8PLXFFAjvD8wyD,1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,['opm'],1203280,2022,3,22,2006,1,1,0.104,0.639,188040,0.724,0.0,5,0.127,-2.705,1,0,0.0278,114.035,0.523,0,opm p-pop,"[0.6, 0.0, 0.25, 0.15]",0.6
2022-03-23,5W1v9jC51rDMKevEjqgKZ4,Jopay,39618,171,2019-11-21,2TVD825YxuC58o0M6sOgxK,7lIVjtsgz0y1oRQFBAVNzq,Mayonnaise,"['opm', 'pinoy rock']",1457026,2022,3,23,2019,11,21,0.00032,0.348,270594,0.78,0.00812,6,0.0959,-6.425,1,62,0.0314,137.619,0.301,2,opm rock,"[0.16, 0.08, 0.51, 0.25]",0.51
2022-03-25,5MYPzdIWgx3pMLRGlq2fVq,Asan Ka Na Ba,46871,127,2022-03-25,0MK93ibEen72O8dosu3WXE,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,"['acoustic opm', 'opm', 'p-pop']",3411471,2022,3,25,2022,3,25,0.149,0.676,241132,0.768,0.00147,5,0.345,-5.695,0,68,0.0294,105.999,0.493,0,opm p-pop,"[0.39, 0.11, 0.33, 0.17]",0.39
2022-03-26,2Hyctbbu32vH8L4kJfVi0O,Pangarap Lang Kita,33147,192,2010-01-01,4GAo8Jpsiw7iKopdVwCUcY,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,"['opm', 'pinoy reggae']",3481504,2022,3,26,2010,1,1,0.462,0.728,194946,0.334,7.81e-06,3,0.115,-10.605,1,1,0.0332,118.034,0.401,3,opm senti,"[0.15, 0.27, 0.19, 0.39]",0.39
2022-03-27,2v6jmF6VQWS96x6tSg05IC,TAKE ALL THE LOVE,32471,188,2021-04-23,4EJLfrjbTDyhhMU1AcYDPb,7uDdl5V5AETSFY7K3muu22,Arthur Nery,"['cdo indie', 'opm', 'p-pop']",3955702,2022,3,27,2021,4,23,0.285,0.491,206181,0.486,0.0,5,0.0976,-6.588,1,69,0.0347,82.411,0.262,2,opm rock,"[0.04, 0.08, 0.74, 0.14]",0.74
2022-03-31,1tC2PLqLeJXt0VlgOYpc6m,Bawat Piyesa,36299,198,2019-07-26,0BDVa2cVDEhfy3telrAIux,4eKq7eArL96wSQjaaMg9Ic,Munimuni,"['opm', 'pinoy indie']",685007,2022,3,31,2019,7,26,0.116,0.325,386000,0.443,0.0213,9,0.104,-6.377,1,70,0.029,141.866,0.171,2,opm rock,"[0.01, 0.09, 0.54, 0.36]",0.54
2022-04-04,5CUQnKjA6nlteCnxMKsjIu,Tahanan,179493,9,2021-12-08,77pn87cuqQjBr9mb5H3mPE,1DlYnIiliftt6R21Y5NOW2,Adie,['opm'],2307946,2022,4,4,2021,12,8,0.799,0.394,293727,0.366,1.05e-06,3,0.315,-10.855,1,74,0.031,109.862,0.3,3,opm senti,"[0.02, 0.0, 0.06, 0.92]",0.92
2022-04-04,0HAG6nIiEKd75yGpovuSJQ,Isa lang,136994,16,2021-12-17,09S77IK5S0vxVF0DfwSohF,7uDdl5V5AETSFY7K3muu22,Arthur Nery,"['cdo indie', 'opm', 'p-pop']",3955702,2022,4,4,2021,12,17,0.783,0.429,269256,0.464,0.0,6,0.0846,-8.445,0,75,0.0719,121.17,0.375,3,opm senti,"[0.12, 0.32, 0.14, 0.42]",0.42
2022-04-06,3uG6Uh2JTvvxMEfFYPFkFz,Ang Wakas,48326,127,2022-02-15,06iIFd7rdU1ezp4WpfAINo,2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,['opm'],553294,2022,4,6,2022,2,15,0.569,0.614,304000,0.419,1.95e-05,7,0.0876,-6.329,1,0,0.0269,134.976,0.206,3,opm senti,"[0.03, 0.07, 0.36, 0.54]",0.54
2022-04-22,5yu0lVVW68f5VIzdjIJVQ6,Ang Wakas (feat. Trisha Macapagal),79476,53,2022-01-15,0xrEjBZwug4gj5k5qHE22n,2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,['opm'],553294,2022,4,22,2022,1,15,0.571,0.62,304000,0.419,1.94e-05,7,0.0883,-6.334,1,69,0.0262,134.93,0.205,3,opm senti,"[0.02, 0.07, 0.36, 0.55]",0.55
2022-04-22,3FuZUeJbuejOfpbvuqp8QL,"Dito, Sa Ilalim Ng Buwan",65189,72,2021-12-15,3fUtcIhaW5dA1hlpn4Wv2M,2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,['opm'],553294,2022,4,22,2021,12,15,0.82,0.564,245225,0.364,0.875,4,0.114,-11.39,1,61,0.0246,80.038,0.0739,3,opm senti,"[0.04, 0.06, 0.2, 0.7]",0.7
2022-04-22,0PQ84nbR1Owkr7RtGBmZI7,Crazier,47737,117,2021-07-01,1RKdiat44rgOshOsNdgSXf,2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,['opm'],553294,2022,4,22,2021,7,1,0.852,0.603,233339,0.152,0.0,7,0.0844,-15.808,1,65,0.0314,83.239,0.314,3,opm senti,"[0.07, 0.02, 0.09, 0.82]",0.82
2022-04-29,7vu53hQrIoH7UGeh6qcct1,As You Are,42433,158,2022-04-29,68YaPXKkLyRd4NQHZpjxkn,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,"['acoustic opm', 'opm', 'p-pop']",3411471,2022,4,29,2022,4,29,0.353,0.715,183969,0.438,1.75e-06,10,0.108,-6.147,0,49,0.0373,81.07,0.447,3,opm senti,"[0.21, 0.26, 0.17, 0.36]",0.36
2022-04-30,5d9Rka4T0szdC1MobhtXrV,Paninindigan Kita,57245,84,2022-05-01,1hz1zGc3c7U5G7mIazQ2vW,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,['opm'],8528394,2022,4,30,2022,5,1,0.107,0.624,312234,0.596,0.0,4,0.357,-9.288,1,68,0.0308,113.204,0.75,2,opm rock,"[0.23, 0.05, 0.53, 0.19]",0.53
2022-05-01,22Nd3GuO7sHopPjdKccRcq,An Art Gallery Could Never Be As Unique As You,37370,165,2019-12-11,0FRaoawfqep3bJcCqcQZpD,31fsDbpNPKe346urriO4ma,mrld,['opm'],455008,2022,5,1,2019,12,11,0.838,0.48,158677,0.299,0.0,7,0.133,-12.077,1,76,0.0525,121.75,0.196,3,opm senti,"[0.12, 0.13, 0.14, 0.61]",0.61
2022-05-01,04qDUASuSfVp6fktfsxVej,I Need You More Today,35848,175,2016-12-02,1Le1ykkfNX7dMyUYVOf6jj,3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,"['acoustic opm', 'opm']",41493,2022,5,1,2016,12,2,0.36,0.461,233728,0.522,0.0,11,0.123,-7.513,1,66,0.043,157.768,0.446,1,opm rap,"[0.11, 0.43, 0.27, 0.19]",0.43
2022-05-01,2bOIWTTDL1XmHcaPWaCdek,Don't Know What to Say - Don't Know What to Do,34831,181,2009-01-01,0kjJw76OHEoQAwgFdOAusM,5uRUbTUQysRUR7PUy7pimM,Ric Segreto,['classic opm'],72919,2022,5,1,2009,1,1,0.584,0.673,165400,0.365,0.0,2,0.12,-15.372,1,70,0.0451,135.447,0.297,3,opm senti,"[0.15, 0.18, 0.04, 0.63]",0.63
2022-05-04,6XtbVPD5xRi6qydSh4ovej,Liwanag sa Dilim,39834,173,2022-04-20,2pWBJtKyB6dNN4hm0F9mtT,0DnjaQqb436AH1idffI6CQ,Yeng Constantino,['opm'],2798639,2022,5,4,2022,4,20,0.058,0.601,225000,0.786,0.000381,8,0.36,-3.285,1,43,0.0376,108.084,0.451,0,opm p-pop,"[0.52, 0.05, 0.2, 0.23]",0.52
2022-05-08,3121oviCd6WOUTEtnd0ucS,Trip Lang,32870,174,2013-10-11,2ZywWKjTfu9zemRuwQ206q,5GdspZ491zr64zzwVJJjJZ,Shehyee,"['opm', 'pinoy hip hop']",110267,2022,5,8,2013,10,11,0.0385,0.751,182773,0.908,7.13e-06,7,0.111,-4.73,1,58,0.0304,130.043,0.556,0,opm p-pop,"[0.61, 0.09, 0.14, 0.16]",0.61
2022-05-12,1oYQtNQUxSODedcc5hPmp9,Muli,40145,163,2020-10-16,3RKZKxaNLwRXw84ruc3f9F,3f0X043zSojego7Qn4Yi6U,Ace Banzuelo,"['opm', 'p-pop', 'pinoy r&b']",420673,2022,5,12,2020,10,16,0.0128,0.482,290004,0.881,0.0,11,0.103,-3.62,0,69,0.0533,144.02,0.281,0,opm p-pop,"[0.52, 0.06, 0.37, 0.05]",0.52
2022-06-01,70bc7AZ8MN5niphOXyHpsD,Malaya,52032,120,2018-02-19,05rQadwAVYTpNNnBoeTuj0,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2022,6,1,2018,2,19,0.854,0.585,320320,0.138,2.75e-05,7,0.0907,-11.172,1,11,0.0297,90.893,0.108,3,opm senti,"[0.02, 0.02, 0.08, 0.88]",0.88
2022-06-01,4tyEfRWLgYkWQaowoHXoba,Kumpas - Theme of “2 Good 2 Be True”,42873,171,2022-05-13,553BAcjEAWT7R0TQjlazXA,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2022,6,1,2022,5,13,0.883,0.545,268124,0.269,2.31e-05,5,0.0944,-11.001,1,22,0.03,124.022,0.349,3,opm senti,"[0.13, 0.0, 0.13, 0.74]",0.74
2022-06-01,1qM28mBWvmZmVKGbZz028D,Pagitan,41500,182,2021-10-29,2o7AC7FfrVvIl6JoqoKLn1,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2022,6,1,2021,10,29,0.949,0.539,227272,0.244,0.0,1,0.12,-12.33,1,53,0.0459,125.013,0.584,3,opm senti,"[0.09, 0.11, 0.21, 0.59]",0.59
2022-06-01,3tcAXmjydO2Kw0uTvVVLg4,Mabagal,39513,200,2020-10-31,0jIt32srcZv1X5ToMG3f8E,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2022,6,1,2020,10,31,0.508,0.356,226727,0.34,3.28e-06,5,0.355,-10.893,0,8,0.037,74.978,0.287,3,opm senti,"[0.03, 0.03, 0.23, 0.71]",0.71
2022-06-02,2oupN96VwNrbONyMtTWGjH,MOON,40614,185,2022-03-04,16mhf5yYPCUXCr3zUrmBkO,3lFMRWaEWZlfXdBig97kks,Nik Makino,"['pinoy hip hop', 'pinoy trap']",623737,2022,6,2,2022,3,4,0.569,0.809,211776,0.463,0.0,11,0.0786,-12.8,0,62,0.154,128.963,0.382,1,opm rap,"[0.12, 0.84, 0.01, 0.03]",0.84
2022-06-03,3aYCsSuW6ZgIESGteMF586,Once In A Lifetime,39616,192,2004-09-16,7tdAcApjhfy76h938j9eU2,0jarApAsbmiCkYhz0590mE,Freestyle,['opm'],310129,2022,6,3,2004,9,16,0.0562,0.517,255240,0.544,0.0,9,0.12,-5.633,1,64,0.0258,80.072,0.396,2,opm rock,"[0.05, 0.09, 0.76, 0.1]",0.76
2022-06-03,47sq83n5WN22ZzYnGn8aTy,Mahika,39579,193,2022-05-11,3WaVt2pLL12vKhAwQgKld4,1DlYnIiliftt6R21Y5NOW2,Adie,['opm'],2307946,2022,6,3,2022,5,11,0.742,0.635,201951,0.451,0.0,7,0.139,-7.406,1,80,0.0391,81.976,0.601,3,opm senti,"[0.09, 0.04, 0.1, 0.77]",0.77
2022-06-16,1HWAmrrXx7JdNyUEvaJDGX,Heaven Knows - This Angel Has Flown,37982,198,2005-03-24,0S0yaR1MiuHfyAZPAtChVc,1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,['opm'],1203280,2022,6,16,2005,3,24,0.237,0.587,241146,0.499,5.7e-05,4,0.0828,-8.462,1,1,0.0266,93.335,0.471,2,opm rock,"[0.11, 0.16, 0.61, 0.12]",0.61
2022-06-22,3NxCPoPvxK6QQgmMCX6QYV,Langyang Pag-Ibig,100160,50,2022-06-22,7fbhKyegOq5B2lT8W3Li72,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,['opm'],8528394,2022,6,22,2022,6,22,0.00596,0.585,261683,0.736,0.0,4,0.0883,-4.171,0,59,0.0399,119.108,0.527,0,opm p-pop,"[0.72, 0.01, 0.15, 0.12]",0.72
2022-06-22,2PTzfXh5Ut3hjRrWGyafz6,Passenger Seat,39386,178,2001-09-04,7nRnVLbfj5ZAhK0xsZzIwo,0AvtzKTYleNqdJXoZasQWG,Stephen Speaks,['opm'],167268,2022,6,22,2001,9,4,0.749,0.523,274480,0.554,3.29e-06,7,0.323,-7.596,1,62,0.0303,152.979,0.769,2,opm rock,"[0.22, 0.08, 0.52, 0.18]",0.52
2022-06-30,4mc3rUoMwwiNTHA4al9nNd,Fallen,35466,200,2021-06-25,65mubteFOgv2qZeSWMdNl7,29zSTMejPhY0m7kwNQ9SPI,Lola Amour,['opm'],776756,2022,6,30,2021,6,25,0.221,0.652,201806,0.76,9.09e-05,6,0.147,-4.098,0,78,0.0406,98.079,0.615,0,opm p-pop,"[0.78, 0.06, 0.03, 0.13]",0.78
2022-07-01,6FIEuf1JIzmCtach0gXpeG,Tadhana,41807,154,2012-12-07,1QpFitywD6FWjFWvTmLOw9,3wbCeEPAW6po7J46netxMT,Up Dharma Down,['opm'],1044582,2022,7,1,2012,12,7,0.162,0.685,222446,0.322,0.0299,6,0.0809,-13.2,1,76,0.0369,155.977,0.508,3,opm senti,"[0.15, 0.24, 0.15, 0.46]",0.46
2022-07-14,220IyLzKO1Y0Gxt4pTU5eZ,Before I Let You Go,35613,200,1998-09-26,23urE9jm4wugYqmxANnDut,0jarApAsbmiCkYhz0590mE,Freestyle,['opm'],310129,2022,7,14,1998,9,26,0.176,0.657,289266,0.348,0.0,4,0.161,-12.091,1,65,0.0359,120.015,0.0644,3,opm senti,"[0.1, 0.04, 0.13, 0.73]",0.73
2022-07-20,21XjtaAEZxurElfPGSKrv9,Maikee's Letters,37669,197,2018-05-25,6Hd66jTMfgXgaItso2FfzJ,3KovZIDNYgQY8chiNZo2ZF,Just Hush,"['opm', 'pinoy r&b', 'pinoy trap']",480588,2022,7,20,2018,5,25,0.172,0.706,300893,0.503,0.00197,0,0.0586,-8.265,1,68,0.0742,121.931,0.295,1,opm rap,"[0.14, 0.78, 0.01, 0.07]",0.78
2022-08-11,6mQzZ2aRnKSNgckAehBgwD,Beer,41099,183,2006-01-01,6WzFODPnZ5SW1qTvTELSxW,5cYJYBMg1n71v7cvthr1SO,The Itchyworms,['opm'],1411839,2022,8,11,2006,1,1,0.517,0.539,364106,0.693,4.59e-06,7,0.112,-3.967,1,1,0.0265,84.954,0.472,2,opm rock,"[0.16, 0.0, 0.78, 0.06]",0.78
2022-08-12,7oLe1cVRqLpoH2NozJ78mh,Kabado,60677,93,2022-08-12,4QKhoKIlxDjVcMgDznCt7A,1DlYnIiliftt6R21Y5NOW2,Adie,['opm'],2307946,2022,8,12,2022,8,12,0.763,0.55,246304,0.461,0.00485,1,0.0682,-10.907,1,62,0.0457,137.893,0.17,3,opm senti,"[0.05, 0.16, 0.16, 0.63]",0.63
2022-08-12,062z5ZMd0a0snMBZ75tOco,Oo,38141,200,2006-01-01,2VPXKGGUbSUbSM2ZwuW9lG,3wbCeEPAW6po7J46netxMT,Up Dharma Down,['opm'],1044582,2022,8,12,2006,1,1,0.465,0.589,239000,0.626,4.16e-06,11,0.204,-7.483,0,69,0.149,155.223,0.598,1,opm rap,"[0.09, 0.71, 0.08, 0.12]",0.71
2022-08-17,3CP6W4N2CnsZgejmUprD6v,Teka Lang,39346,190,2020-03-25,0QK7IkS5mne9e95ef0BjAE,3FwNjtXQCdxpDOXmgJQGnG,Emman,"['opm', 'pinoy hip hop', 'tagalog rap']",290468,2022,8,17,2020,3,25,0.754,0.557,196582,0.244,0.0,2,0.119,-13.239,1,66,0.0343,87.002,0.258,3,opm senti,"[0.06, 0.03, 0.14, 0.77]",0.77
2022-08-20,2e7iqtA42EPXTtiiAlblC1,Babalik Sa'yo - from 2 Good 2 Be True,36639,200,2022-07-22,5Sw8579gMyFd8JcKaeEbXx,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2022,8,20,2022,7,22,0.168,0.515,229711,0.65,0.0,1,0.33,-7.798,0,69,0.093,157.866,0.695,1,opm rap,"[0.1, 0.65, 0.22, 0.03]",0.65
2022-08-21,56tHtM32VRHbdtB5YVwJKr,Munting Paraiso,38088,173,2019-12-20,4XMaeTJSTljjOVygdEJk6r,1dFRlDO2Z2gjAARxHlovAS,Lo ki,"['pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",317680,2022,8,21,2019,12,20,0.491,0.48,182093,0.405,0.00481,8,0.143,-10.426,1,67,0.106,122.627,0.566,1,opm rap,"[0.1, 0.52, 0.15, 0.23]",0.52
2022-08-25,6YjKd9oPXKqjLUVPo4Y0oi,The Ones We Once Loved,71158,79,2022-08-26,0276LtRwBrOo2uoRlTOiPX,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,['opm'],8528394,2022,8,25,2022,8,26,0.673,0.427,273362,0.301,0.0,0,0.232,-7.845,0,63,0.0308,117.241,0.163,3,opm senti,"[0.05, 0.01, 0.21, 0.73]",0.73
2022-09-02,1z50Hub2XCsAPWo8zgoePu,WYAT (Where You At),67039,93,2022-09-02,2KNLbEBtNGRbVGXH74zOcW,3g7vYcdDXnqnDKYFwqXBJP,SB19,"['opm', 'p-pop', 'pinoy idol pop']",849726,2022,9,2,2022,9,2,0.185,0.778,218461,0.79,0.0,0,0.127,-5.179,0,59,0.067,116.986,0.783,0,opm p-pop,"[0.98, 0.0, 0.0, 0.02]",0.98
2022-09-03,3H74L29kR0eS6wVhnP4KrE,Blue Sky,41739,174,2005-01-01,472GgeFZaCdRLcL3cT0IAn,6Ww3OMFzCaO33ulKh1LBFN,Hale,"['opm', 'pinoy reggae']",996274,2022,9,3,2005,1,1,0.344,0.596,286995,0.479,0.0294,4,0.072,-6.49,1,1,0.0338,75.098,0.358,3,opm senti,"[0.06, 0.23, 0.31, 0.4]",0.4
2022-09-03,3311oX5J2qJAyiuuDLpTxP,KG,39920,193,2022-08-19,7vLdKTCbTcm4GV2AyKEwBj,3lFMRWaEWZlfXdBig97kks,Nik Makino,"['pinoy hip hop', 'pinoy trap']",623737,2022,9,3,2022,8,19,0.717,0.803,211366,0.324,0.179,2,0.0699,-6.357,1,62,0.0344,137.933,0.403,1,opm rap,"[0.06, 0.77, 0.06, 0.11]",0.77
2022-09-09,27kaeLB6wRVvsaORS8O96F,Mood,100001,51,2022-09-09,1KCy0t9OekxUxwTxfIHrbA,2G7VQ1kVhVfNagytlousgm,Al James,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap']",1699852,2022,9,9,2022,9,9,0.522,0.795,230000,0.514,0.0111,3,0.129,-9.84,0,67,0.138,120.099,0.522,1,opm rap,"[0.12, 0.88, 0.0, 0.0]",0.88
2022-09-09,6DkK11BIC836tTu3056Kxg,Sabak Daddy,44985,165,2022-05-27,35yzIYk6qn8gUB7HLuPGvi,3mzdfGKp0mQXzuNoS8z915,Cookie$,"['bisaya rap', 'pinoy hip hop']",51100,2022,9,9,2022,5,27,0.00819,0.886,133802,0.52,0.0,9,0.0779,-8.209,1,57,0.222,134.129,0.319,1,opm rap,"[0.33, 0.65, 0.01, 0.01]",0.65
2022-09-16,1i7JnFAxC15AuF1dsosbYM,Pero,56619,122,2022-09-16,0Mi8QMIhR01SrF0dpztAOx,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,"['acoustic opm', 'opm', 'p-pop']",3411471,2022,9,16,2022,9,16,0.796,0.644,256648,0.412,0.127,5,0.0906,-9.14,0,51,0.0307,118.49,0.206,3,opm senti,"[0.03, 0.12, 0.23, 0.62]",0.62
2022-09-16,1FxGqFnJkRgJ5LG2NBRTh3,"Gusto Ko Nang Bumitaw - From ""The Broken Marriage Vow""",41993,196,2022-02-11,05RICu0AxsqrqoiSzzxeyG,62WbvkXqQGvXQvw74GU3kQ,Morissette,['opm'],1124483,2022,9,16,2022,2,11,0.693,0.699,271846,0.385,0.41,1,0.094,-11.045,1,15,0.0427,129.845,0.274,1,opm rap,"[0.05, 0.58, 0.09, 0.28]",0.58
2022-09-24,4AULw1VRyJP17zMvwgTIUs,Umaasa,45461,179,2019-06-28,5CoCHo5Uln3nDpd1q2aewW,0DpLoyGVbhOHNR3ht2oO9y,Calein,['pinoy city pop'],278977,2022,9,24,2019,6,28,0.295,0.627,335624,0.433,0.393,9,0.332,-9.868,1,79,0.0232,96.016,0.353,3,opm senti,"[0.09, 0.09, 0.28, 0.54]",0.54
2022-09-25,7LmPBkCjXKKxUOJRQuvtu1,"Dito Ka Lang - In My Heart Filipino Version - From ""Flower of Evil""",37949,200,2022-07-01,403aLNKZu1JwmLuuHJm6rE,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2022,9,25,2022,7,1,0.704,0.507,230832,0.337,0.0,6,0.0829,-8.426,1,19,0.0337,129.862,0.226,3,opm senti,"[0.04, 0.04, 0.18, 0.74]",0.74
2022-10-02,4z7xboLD3PqY9dOUscS2ly,Ikaw Pa Rin,41072,200,2022-09-02,6yoXzcdZwga0Gqmmqkvz1k,31fsDbpNPKe346urriO4ma,mrld,['opm'],455008,2022,10,2,2022,9,2,0.692,0.412,191009,0.374,7.38e-06,4,0.168,-11.538,1,72,0.0307,108.926,0.306,3,opm senti,"[0.02, 0.0, 0.09, 0.89]",0.89
2022-10-09,3h8uWt8HNyDNubPSEBgTPG,Yakap,44045,189,2022-07-22,0HNCZzy2tqjuLZJuTDGdAW,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,"['acoustic opm', 'opm', 'p-pop']",3411471,2022,10,9,2022,7,22,0.409,0.738,178947,0.39,0.0,8,0.107,-8.437,1,69,0.0334,113.979,0.547,3,opm senti,"[0.18, 0.26, 0.14, 0.42]",0.42
